,Name,Price,Address,Info
11705,Flat / apartment for rent,"1,600,000","  By Salem Bus Stop, Ilasan, Lekki, Lagos",1 Bathroom1 Toilet Save
11706,2 bedroom flat / apartment for rent,"4,500,000","  Ikate, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets3 Parking Spaces Save
11707,1 bedroom mini flat (room and parlour) for rent,"2,800,000,000","  Lekki Phase 1, Lekki, Lagos",1 Bedroom1 Bathroom1 Parking Space Save
11708,3 bedroom flat / apartment for rent,"12,000,000","  Oniru, Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save
11709,3 bedroom flat / apartment for rent,"12,000,000","  Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
11710,3 bedroom flat / apartment for rent,"2,500,000","  Ado Road, Ajah, Lagos",3 Bedrooms3 Bathrooms4 Toilets10 Parking Spaces Save
11711,3 bedroom flat / apartment for rent,"35,000,000","  Banana Island, Ikoyi, Lagos",3 Bedrooms4 Bathrooms4 Toilets4 Parking Spaces Save
11712,Self contain (single rooms) for rent,"1,200,000","  Atlantic View Estate Alpha Beach Road, Lekki Phase 2, Lekki, Lagos",1 Bathroom1 Toilet16 Parking Spaces Save
11713,2 bedroom flat / apartment for rent,"2,500,000","  Orchid Road, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
11714,2 bedroom flat / apartment for rent,"2,000,000","  Behind Blenco Supermarket, Sangotedo, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
11715,3 bedroom flat / apartment for rent,"4,000,000","  Osapa, Lekki, Lagos",3 Bedrooms3 Bathrooms3 Toilets2 Parking Spaces Save
11716,2 bedroom flat / apartment for rent,"900,000","  Abule Egba, Agege, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
11717,2 bedroom flat / apartment for rent,"2,500,000","  Lekki Scheme 2, Off Ogombo Road., Lekki Phase 2, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
11718,1 bedroom flat / apartment for rent,"600,000","  Ikoyi, Lagos",1 Bedroom1 Bathroom Save
11719,Self contain (single rooms) for rent,"2,000,000","  Adeniyi Jones, Ikeja, Lagos",1 Bathroom1 Toilet1 Parking Space Save
11720,Self contain (single rooms) for rent,"2,500,000","  Adeniyi Jones, Ikeja, Lagos",1 Bathroom1 Toilet Save
11721,1 bedroom mini flat (room and parlour) for rent,"2,700,000","  Adeniyi Jones, Ikeja, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
11722,1 bedroom mini flat (room and parlour) for rent,"1,100,000","  No. 27 New Haven Estate, After Vgc, Ajah, Lagos",1 Bedroom2 Bathrooms2 Toilets16 Parking Spaces Save
11723,Self contain (single rooms) for rent,"2,000,000","  Adeniyi Jones, Ikeja, Lagos",1 Bathroom1 Toilet1 Parking Space Save
11724,3 bedroom flat / apartment for rent,"15,000,000","  Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
11725,2 bedroom flat / apartment for rent,"4,500,000","  Jakande Osapa London, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
11726,1 bedroom mini flat (room and parlour) for rent,"600,000","  Chevron, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets1 Parking Space Save
11727,2 bedroom flat / apartment for rent,"650,000","  Chevron, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
11728,1 bedroom mini flat (room and parlour) for rent,"600,000","  Chevron, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets1 Parking Space Save
11729,4 bedroom flat / apartment for rent,"8,000,000","  Ikate, Lekki Expressway, Lekki, Lagos",4 Bedrooms4 Bathrooms5 Toilets2 Parking Spaces Save
11730,3 bedroom flat / apartment for rent,"2,400,000","  Ocean Palm Estate, Blenco /skymall Area, Ajah, Lagos",3 Bedrooms4 Bathrooms4 Toilets12 Parking Spaces Save
11731,1 bedroom mini flat (room and parlour) for rent,"1,800,000","  Chevy View Estate, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
11732,2 bedroom flat / apartment for rent,"700,000","  Bankole Road, Alatise, Ibeju Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
11733,2 bedroom flat / apartment for rent,"4,000,000","  Oniru Estate, Oniru, Victoria Island (VI), Lagos",2 Bedrooms2 Bathrooms2 Toilets1 Parking Space Save
11734,1 bedroom mini flat (room and parlour) for rent,"810,000","  Ojodu, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
11735,3 bedroom flat / apartment for rent,"1,800,000","  Fara Park, Sangotedo, Ajah, Lagos",3 Bedrooms2 Bathrooms3 Toilets3 Parking Spaces Save
11736,2 bedroom flat / apartment for rent,"5,000,000","  Nike Art Gallery, Lekki Phase 1, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
11737,2 bedroom flat / apartment for rent,"2,500,000","  Middleview Estate Ogombo Road, Ogombo, Ajah, Lagos",2 Bedrooms3 Bathrooms3 Toilets8 Parking Spaces Save
11738,2 bedroom flat / apartment for rent,"2,000,000","  Hope Gate Estate Opposite Ocean Palm Skymall Area, Ajah, Lagos",2 Bedrooms3 Bathrooms3 Toilets10 Parking Spaces Save
11739,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
11740,1 bedroom flat / apartment for rent,"3,500,000","  Lekki Phase 1, Lekki, Lagos",1 Bedroom2 Bathrooms2 Toilets3 Parking Spaces Save
11741,2 bedroom flat / apartment for rent,"2,000,000","  Yaba, Lagos",2 Bedrooms3 Bathrooms3 Toilets2 Parking Spaces Save
11742,3 bedroom flat / apartment for rent,"1,500,000","  Oribanwa Phase 2, Awoyaya, Ibeju Lekki, Lagos",3 Bedrooms4 Bathrooms4 Toilets Save
11743,2 bedroom flat / apartment for rent,"2,700,000","  34 West City Estate, Abraham Adesanya, Ajah, Lagos",2 Bedrooms3 Bathrooms3 Toilets3 Parking Spaces Save
11744,2 bedroom flat / apartment for rent,"2,000,000","  Ilaje, Off Mobil Road, Ilaje, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
11745,3 bedroom flat / apartment for rent,"9,000,000","  Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
11746,3 bedroom flat / apartment for rent,"2,100,000","  After Aptech, Sangotedo, Ajah, Lagos",3 Bedrooms4 Bathrooms4 Toilets Save
11747,15 bedroom flat / apartment for rent,"22,000,000","  Iekki County Homes, Ikota, Lekki, Lagos",15 Bedrooms15 Bathrooms21 Toilets Save
11748,3 bedroom flat / apartment for rent,"3,000,000","  34 Grace Court Estate Close To Lbs, Ajah, Lagos",3 Bedrooms4 Bathrooms4 Toilets14 Parking Spaces Save
11749,2 bedroom flat / apartment for rent,"2,400,000","  34 Choice Garden Estate By Abraham Adesanya, Ajah, Lagos",2 Bedrooms3 Bathrooms3 Toilets14 Parking Spaces Save
11750,1 bedroom mini flat (room and parlour) for rent,"4,000,000","  Off Awolowo Road,, Ikoyi, Lagos",1 Bedroom1 Bathroom2 Toilets Save
11751,1 bedroom mini flat (room and parlour) for rent,"1,500,000","  10 Segun Street Olokonla, Ekpai Court!!, Olokonla, Ajah, Lagos",1 Bedroom1 Bathroom2 Toilets5 Parking Spaces Save
11752,3 bedroom flat / apartment for rent,"2,000,000","  No 13, Kayode Street, Abiola Close, Abijo, Ajah, Lagos",3 Bedrooms4 Bathrooms3 Toilets4 Parking Spaces Save
11753,3 bedroom flat / apartment for rent,"2,800,000","  Thomas Estate, Ajiwe, Ajah, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
11754,Self contain (single rooms) for rent,"900,000","  Orchid Road, By Dpkay Estate, Lekki Expressway, Lekki, Lagos",1 Bathroom1 Toilet Save
11755,2 bedroom flat / apartment for rent,"1,600,000","  Opic, Isheri North, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
11756,2 bedroom flat / apartment for rent,"4,000,000","  Off Admiralty, Lekki Phase 1, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
11757,4 bedroom flat / apartment for rent,"3,500,000","  Raymond Estate , Davis Street, Ketu, Lagos",4 Bedrooms4 Bathrooms5 Toilets Save
11758,2 bedroom flat / apartment for rent,"2,500,000","  Lekki Phase 1, Lekki, Lagos",2 Bedrooms3 Bathrooms3 Toilets3 Parking Spaces Save
11759,2 bedroom flat / apartment for rent,"6,000,000","  Lekki Phase 1, Lekki, Lagos",2 Bedrooms3 Bathrooms3 Toilets Save
11760,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
11761,3 bedroom flat / apartment for rent,"12,000,000","  Oniru, Victoria Island (VI), Lagos",3 Bedrooms4 Bathrooms4 Toilets3 Parking Spaces Save
11762,1 bedroom mini flat (room and parlour) for rent,"700,000","  Eputu, Ibeju Lekki, Lagos",1 Bedroom2 Bathrooms2 Toilets4 Parking Spaces Save
11763,3 bedroom flat / apartment for rent,"4,000,000","  Osapa, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
11764,3 bedroom flat / apartment for rent,"15,000,000","  Marwa Bus Stop Lekki Lagos, Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11765,2 bedroom flat / apartment for rent,"500,000","  Iraye, Epe, Lagos",2 Bedrooms2 Bathrooms3 Toilets3 Parking Spaces Save
11766,1 bedroom mini flat (room and parlour) for rent,"400,000","  Iraye, Epe Lagos, Epe, Lagos",1 Bedroom1 Bathroom1 Toilet Save
11767,2 bedroom flat / apartment for rent,"5,500,000","  Victoria Island (VI), Lagos",2 Bedrooms2 Bathrooms4 Toilets Save
11768,2 bedroom flat / apartment for rent,"2,500,000","  GRA Phase 1, Magodo, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
11769,3 bedroom flat / apartment for rent,"4,200,000","  Sabo, Yaba, Lagos",3 Bedrooms3 Bathrooms4 Toilets6 Parking Spaces Save
11770,3 bedroom flat / apartment for rent,"7,500,000","  Updc Treasure Garden, Lekki Phase 1, Lekki, Lagos",3 Bedrooms4 Bathrooms4 Toilets2 Parking Spaces Save
11771,2 bedroom flat / apartment for rent,"3,500,000","  Orchid Road, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets1 Parking Space Save
11772,3 bedroom flat / apartment for rent,"15,000,000","  Mojisola Onikoyi, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
11773,1 bedroom mini flat (room and parlour) for rent,"2,000,000","  Behind Enyo Filling Station, Ikate, Lekki, Lagos",1 Bedroom Save
11774,1 bedroom mini flat (room and parlour) for rent,"1,500,000","  Avis Garden Estate, Lagos Business School,, Ajah, Lagos",1 Bedroom2 Bathrooms2 Toilets12 Parking Spaces Save
11775,2 bedroom flat / apartment for rent,"2,300,000","  Boss Court Estate, Abraham Adesanya,, Ajah, Lagos",2 Bedrooms3 Bathrooms3 Toilets15 Parking Spaces Save
11776,3 bedroom flat / apartment for rent,"30,000,000","  Old Ikoyi, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11777,2 bedroom flat / apartment for rent,"2,000,000","  After Blenco Supermarket, Ajah, Lagos",2 Bedrooms3 Bathrooms3 Toilets10 Parking Spaces Save
11778,3 bedroom flat / apartment for rent,"5,000,000","  Shangisha, Magodo, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
11779,3 bedroom flat / apartment for rent,"5,500,000","  Opebi, Ikeja, Lagos",3 Bedrooms3 Bathrooms3 Toilets Save
11780,1 bedroom mini flat (room and parlour) for rent,"1,200,000","  Opic, Isheri North, Lagos",1 Bedroom1 Bathroom2 Toilets Save
11781,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
11782,3 bedroom flat / apartment for rent,"9,900,000","  Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
11783,2 bedroom flat / apartment for rent,"3,500,000","  Meadow Hall School Way, Ikate Elegushi, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
11784,1 bedroom mini flat (room and parlour) for rent,"3,500,000","  Victoria Island (VI), Lagos",1 Bedroom1 Bathroom1 Toilet Save
11785,1 bedroom mini flat (room and parlour) for rent,"13,000,000","  Banana Island, Ikoyi, Lagos",1 Bedroom1 Bathroom1 Toilet Save
11786,3 bedroom flat / apartment for rent,"7,500,000","  Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
11787,3 bedroom flat / apartment for rent,"7,500,000","  Freedom Way,, Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11788,3 bedroom flat / apartment for rent,"3,500,000","  Osapa, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11789,3 bedroom flat / apartment for rent,"8,000,000","  Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11790,3 bedroom flat / apartment for rent,"7,000,000","  Chevron, Lekki, Lagos",3 Bedrooms4 Bathrooms4 Toilets2 Parking Spaces Save
11791,2 bedroom flat / apartment for rent,"2,500,000","  Bahamas Garden Estate Abraham Adesanya, Ajah, Lagos",2 Bedrooms3 Bathrooms3 Toilets10 Parking Spaces Save
11792,3 bedroom flat / apartment for rent,"9,900,000","  Old Ikoyi, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
11793,2 bedroom flat / apartment for rent,"1,300,000","  Greenland Estate, Ogombo, Ajah, Lagos",2 Bedrooms2 Bathrooms2 Toilets2 sqm Total Area Save
11794,3 bedroom flat / apartment for rent,"11,000,000","  Oniru, Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
11795,3 bedroom flat / apartment for rent,"20,000,000","  Off Alexander Road, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save
11796,3 bedroom flat / apartment for rent,"7,000,000","  Off Sobo Arobiodu, Ikeja GRA, Ikeja, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
11797,3 bedroom flat / apartment for rent,"6,000,000","  Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11798,3 bedroom flat / apartment for rent,"1,500,000","  Phase 2, Lakowe, Ibeju Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11799,3 bedroom flat / apartment for rent,"1,500,000","  Ikate, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11800,2 bedroom flat / apartment for rent,"4,000,000","  Off Freedom Way, Lekki Phase 1, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
11801,2 bedroom flat / apartment for rent,"1,300,000","  Divine Avenue Bucknor Estate, Isolo, Lagos",2 Bedrooms2 Bathrooms3 Toilets8 Parking Spaces Save
11802,1 bedroom flat / apartment for rent,"600,000","  Ikoyi, Lagos",1 Bedroom1 Bathroom Save
11803,3 bedroom flat / apartment for rent,"17,000,000","  Old Ikoyi, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save
11804,2 bedroom flat / apartment for rent,"4,000,000","  Shangisha, GRA Phase 2, Magodo, Lagos",2 Bedrooms2 Bathrooms3 Toilets6 Parking Spaces Save
11805,3 bedroom flat / apartment for rent,"10,000,000","  Oniru, Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms3 Toilets2 Parking Spaces Save
11806,3 bedroom flat / apartment for rent,"3,000,000","  GRA Phase 1, Magodo, Lagos",3 Bedrooms4 Bathrooms3 Toilets Save
11807,3 bedroom flat / apartment for rent,"4,000,000","  Omole Phase 2, Ikeja, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
11808,2 bedroom flat / apartment for rent,"8,500,000","  Ikeja GRA, Ikeja, Lagos",2 Bedrooms2 Bathrooms3 Toilets3 Parking Spaces Save
11809,2 bedroom flat / apartment for rent,"6,000,000","  Ikate, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
11810,1 bedroom mini flat (room and parlour) for rent,"3,100,000","  Off Admiral Olawaye, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
11811,1 bedroom mini flat (room and parlour) for rent,"700,000","  New Road, Awoyaya, Ibeju Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet Save
11812,3 bedroom flat / apartment for rent,"1,500,000","  Victory Estate, Ogombo, Ajah, Lagos",3 Bedrooms3 Bathrooms3 Toilets4 Parking Spaces Save
11813,3 bedroom flat / apartment for rent,"20,001","  Banana Island, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11814,3 bedroom flat / apartment for rent,"30,005,000","  Banana Island, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11815,3 bedroom flat / apartment for rent,"17,000,500","  Old Ikoyi, Old Ikoyi, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11816,3 bedroom flat / apartment for rent,"22,000,000","  Villa Estate, Ikota, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets10 Parking Spaces Save
11817,2 bedroom flat / apartment for rent,"900,000","  New Road, Awoyaya, Ibeju Lekki, Lagos",2 Bedrooms3 Bathrooms3 Toilets Save
11818,3 bedroom flat / apartment for rent,"12,000,000","  Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets5 Parking Spaces Save
11819,2 bedroom flat / apartment for rent,"4,000,000","  By Salem Bus Stop, Ilasan, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets3 Parking Spaces Save
11820,1 bedroom mini flat (room and parlour) for rent,"1,500,000","  Omole Phase 2, Ikeja, Lagos",1 Bedroom1 Bathroom2 Toilets Save
11821,3 bedroom flat / apartment for rent,"5,500,000","  Opebi, Ikeja, Lagos",3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save
11822,1 bedroom mini flat (room and parlour) for rent,"1,000,000","  Magodo, Lagos",1 Bedroom1 Bathroom2 Toilets Save
11823,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
11824,2 bedroom flat / apartment for rent,"1,200,000","  Jibowu New Abule Egba, New Oko-Oba, Agege, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
11825,96 bedroom flat / apartment for rent,"12,000,000","  Ikeja GRA, Ikeja, Lagos",96 Bedrooms Save
11826,1 bedroom mini flat (room and parlour) for rent,"1,300,000","  Magodo, Lagos",1 Bedroom1 Bathroom2 Toilets Save
11827,1 bedroom mini flat (room and parlour) for rent,"600,000","  Igando, Ikotun, Lagos",1 Bedroom2 Bathrooms1 Toilet Save
11828,1 bedroom mini flat (room and parlour) for rent,"1,000,000","  Alapere, Ketu, Lagos",1 Bedroom1 Bathroom2 Toilets Save
11829,2 bedroom flat / apartment for rent,"2,000,000","  GRA Phase 1, Magodo, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
11830,1 bedroom mini flat (room and parlour) for rent,"2,500,000","  Lekki Phase 1, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets Save
11831,3 bedroom flat / apartment for rent,"3,500,000","  Olowora, Magodo, Lagos",3 Bedrooms4 Bathrooms3 Toilets Save
11832,3 bedroom flat / apartment for rent,"1,400,000","  Majek Road, Abijo, Lekki, Lagos",3 Bedrooms3 Bathrooms3 Toilets5 Parking Spaces Save
11833,2 bedroom flat / apartment for rent,"12,000,000","  Lekki Phase 1, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
11834,2 bedroom flat / apartment for rent,"1,500,000","  Beesam, Mafoluku, Oshodi, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
11835,3 bedroom flat / apartment for rent,"1,500,000","  Mafoluku, Oshodi, Lagos",3 Bedrooms2 Bathrooms2 Toilets2 Parking Spaces Save
11836,3 bedroom flat / apartment for rent,"15,000,000","  Blue Waters Apartment, Oniru, Victoria Island (VI), Lagos",3 Bedrooms4 Bathrooms3 Toilets2 Parking Spaces Save
11837,2 bedroom flat / apartment for rent,"2,700,000","  Fara Park Ii Estate, Ajayi Apata New Town Road, Km 26, Epe Express, Lekki, Lagos",2 Bedrooms Save
11838,3 bedroom flat / apartment for rent,"8,500,000","  Primewater View Estate Off Freedom Way, Ikate Elegushi, Lekki, Lagos",3 Bedrooms2 Bathrooms3 Toilets4 Parking Spaces Save
11839,Self contain (single rooms) for rent,"350,000","  Off Ajayi Road, Ogba, Ikeja, Lagos",1 Bathroom1 Toilet Save
11840,1 bedroom mini flat (room and parlour) for rent,"1,200,000","  Lagoon Estate, Ogudu, Lagos",1 Bedroom1 Bathroom2 Toilets5 Parking Spaces Save
11841,1 bedroom mini flat (room and parlour) for rent,"3,500,000","  Lekki Phase 1, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet Save
11842,1 bedroom flat / apartment for rent,"650,000","  Kayfarm Estate, Obawole, Ogba, Ikeja, Lagos",1 Bedroom1 Bathroom1 Toilet Save
11843,3 bedroom flat / apartment for rent,"5,500,000","  Opebi, Ikeja, Lagos",3 Bedrooms3 Bathrooms3 Toilets Save
11844,1 bedroom flat / apartment for rent,"600,000","  Ikoyi, Lagos",1 Bedroom1 Bathroom Save
11845,3 bedroom flat / apartment for rent,"5,500,000","  Opebi, Ikeja, Lagos",3 Bedrooms3 Bathrooms3 Toilets Save
11846,3 bedroom flat / apartment for rent,"130,000,000","  Ikeja GRA, Ikeja, Lagos",3 Bedrooms3 Bathrooms3 Toilets Save
11847,2 bedroom flat / apartment for rent,"130,000,000","  Ikeja GRA, Ikeja, Lagos",2 Bedrooms2 Bathrooms2 Toilets Save
11848,3 bedroom flat / apartment for rent,"8,000,000","  1004, Victoria Island (VI), Lagos",3 Bedrooms Save
11849,2 bedroom flat / apartment for rent,"1,500,000","  Ogunfayo, Ibeju Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets6 Parking Spaces Save
11850,2 bedroom flat / apartment for rent,"8,000,000","  Ikoyi, Ikoyi, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
11851,2 bedroom flat / apartment for rent,"4,000,000","  Behind Prime Water Estate, Ikate, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets3 Parking Spaces Save
11852,1 bedroom mini flat (room and parlour) for rent,"3,500,000","  Ikate, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets Save
11853,3 bedroom flat / apartment for rent,"10,000,000","  Pinnock Beach Estate, Osapa, Lekki, Lagos",3 Bedrooms4 Bathrooms4 Toilets2 Parking Spaces Save
11854,4 bedroom flat / apartment for rent,"7,500,000","  Oniru, Victoria Island (VI), Lagos",4 Bedrooms4 Bathrooms5 Toilets3 Parking Spaces Save
11855,3 bedroom flat / apartment for rent,"28,000,000","  Banana Island, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save
11856,3 bedroom flat / apartment for rent,"6,500,000","  Chevron Drive, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11857,3 bedroom flat / apartment for rent,"15,000,000","  Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11858,3 bedroom flat / apartment for rent,"22,000,000","  Banana Island, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
11859,Self contain (single rooms) for rent,"300,000","  Lakowe, Ibeju Lekki, Lagos",1 Bathroom1 Toilet Save
11860,1 bedroom mini flat (room and parlour) for rent,"1,000,000","  Thomas Eatate, Ajah, Lagos",1 Bedroom2 Toilets Save
11861,3 bedroom flat / apartment for rent,"5,000,000","  Primewater Gardens, Ikate, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11862,2 bedroom flat / apartment for rent,"2,000,000","  Villa Estate, Ikota, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
11863,1 bedroom mini flat (room and parlour) for rent,"3,500,000","  Victoria Island (VI), Lagos",1 Bedroom1 Bathroom1 Toilet Save
11864,3 bedroom flat / apartment for rent,"10,000,000","  Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save
11865,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
11866,3 bedroom flat / apartment for rent,"14,000,000","  Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11867,1 bedroom mini flat (room and parlour) for rent,"650,000","  Lakowe Golf Course, Lakowe, Ibeju Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets Save
11868,2 bedroom flat / apartment for rent,"900,000","  Container Bus-stop, Awoyaya, Ibeju Lekki, Lagos",2 Bedrooms3 Bathrooms3 Toilets Save
11869,1 bedroom mini flat (room and parlour) for rent,"350,000","  Life Ajemba Street By New Road, Awoyaya, Ibeju Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet Save
11870,1 bedroom mini flat (room and parlour) for rent,"800,000","  New Road By Mayfair Garden Estate, Awoyaya, Ibeju Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets15 Parking Spaces Save
11871,1 bedroom mini flat (room and parlour) for rent,"3,000,000","  Ologolo, Lekki, Lagos","1 Bedroom1 Bathroom1 Toilet1,000 sqm Total Area Save"
11872,2 bedroom flat / apartment for rent,"20,000,000","  Banana Island, Ikoyi, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
11873,2 bedroom flat / apartment for rent,"1,500,000","  Lekki Phase 2, Lekki, Lagos",2 Bedrooms3 Bathrooms3 Toilets5 Parking Spaces Save
11874,2 bedroom flat / apartment for rent,"4,000,000","  Chevron, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
11875,3 bedroom flat / apartment for rent,"7,000,000","  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save
11876,3 bedroom flat / apartment for rent,"5,000,000","  Opebi, Ikeja, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
11877,2 bedroom flat / apartment for rent,"130,000,000","  Ikeja GRA, Ikeja, Lagos",2 Bedrooms2 Bathrooms2 Toilets Save
11878,3 bedroom flat / apartment for rent,"130,000,000","  Ikeja GRA, Ikeja, Lagos",3 Bedrooms3 Bathrooms3 Toilets Save
11879,1 bedroom mini flat (room and parlour) for rent,"2,800,000","  Off Alpha Beach Road, Igbo Efon, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets1 Parking Space Save
11880,3 bedroom flat / apartment for rent,"35,000,000","  Eko Pearl, Eko Atlantic City, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
11881,2 bedroom flat / apartment for rent,"2,400,000","  Choice View Estate Abraham Adesanya, Ajah, Lagos",2 Bedrooms3 Bathrooms3 Toilets10 Parking Spaces Save
