,Name,Price,Address,Info
0,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
1,3 bedroom flat / apartment for rent,"7,000,000","  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
2,4 bedroom flat / apartment for rent,"3,700,000","  Agungi, Lekki, Lagos",4 Bedrooms4 Bathrooms4 Toilets4 Parking Spaces Save
3,3 bedroom flat / apartment for rent,"210,000","  Prime Water View Estate, Oba Elegushi Street, Off Freedom Way., Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms2 Toilets Save
4,Self contain (single rooms) for rent,"180,000","  Oba Elegushi Road, Off Freedom Way, Lekki Phase 1, Lekki, Lagos",1 Bathroom1 Toilet20 sqm Covered Area Save
5,1 bedroom flat / apartment for rent,"220,000","  Alara Street, Yaba, Lagos",1 Bedroom3 Bathrooms4 Toilets2 Parking Spaces Save
6,3 bedroom flat / apartment for rent,"2,200,000","  Off Ajayi Road, Ogba, Ikeja, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
7,Self contain (single rooms) for rent,"2,300,000","  Along Chevron Drive Way,paradise 3 Estate, Lekki, Lagos",1 Bathroom1 Toilet1 Parking Space Save
8,3 bedroom flat / apartment for rent,"12,000,000","  By Golden Gate, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
9,1 bedroom mini flat (room and parlour) for rent,"3,300,000","  Off Fola Osibo Lekki Phase 1, Lekki Phase 1, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet Save
10,3 bedroom flat / apartment for rent,"4,000,000","  Ajao Estate, Anthony Village, Anthony, Maryland, Lagos",3 Bedrooms4 Bathrooms4 Toilets30 Parking Spaces Save
11,1 bedroom mini flat (room and parlour) for rent,"4,500,000","  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets1 Parking Space Save
12,1 bedroom mini flat (room and parlour) for rent,"3,500,000","  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet Save
13,2 bedroom flat / apartment for rent,"9,000,000","  Lekki Phase 1, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
14,Self contain (single rooms) for rent,"2,000,000","  Chevron Drive,paradise 3 Estate, Lekki, Lagos",1 Bathroom1 Toilet1 Parking Space Save
15,2 bedroom flat / apartment for rent,"2,500,000","  In A Good Estate In Sangotedo Ajah, Ajah, Lagos",2 Bedrooms3 Bathrooms3 Toilets6 Parking Spaces Save
16,2 bedroom flat / apartment for rent,"3,000,000","  Akora Estate, Adeniyi Jones, Ikeja, Lagos",2 Bedrooms3 Bathrooms3 Toilets Save
17,3 bedroom flat / apartment for rent,"12,000,000","  Behind Eko Hotel & Suites, Victoria Island (VI), Lagos",3 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
18,2 bedroom flat / apartment for rent,"5,000,000","  Ilasan, Ikate, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
19,1 bedroom mini flat (room and parlour) for rent,"4,000,000","  Ikate Lekki, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets2 Parking Spaces Save
20,Self contain (single rooms) for rent,"2,500,000","  Chevron, Lekki, Lagos",1 Bathroom1 Toilet1 Parking Space Save
21,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
22,2 bedroom flat / apartment for rent,"2,400,000","  Serene And Secure Compound Agungi Lekki, Agungi, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
23,2 bedroom flat / apartment for rent,"5,500,000","  Ikate Lekki, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets3 Parking Spaces Save
24,3 bedroom flat / apartment for rent,"10,000,000","  Shonibare Estate, Mobolaji Bank Anthony Way, Ikeja, Lagos",3 Bedrooms4 Bathrooms4 Toilets Save
25,3 bedroom flat / apartment for rent,"6,800,000","  Osapa London, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save
26,1 bedroom mini flat (room and parlour) for rent,"6,200,000","  Lekki Phase 1, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets1 Parking Space Save
27,1 bedroom mini flat (room and parlour) for rent,"250,000","  Nichemtex Estate, Baiyeku, Ikorodu, Lagos",1 Bedroom2 Toilets Save
28,1 bedroom mini flat (room and parlour) for rent,"4,200,000","  Ologolo, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets1 Parking Space Save
29,3 bedroom flat / apartment for rent,"18,000,000","  Ikoyi, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
30,2 bedroom flat / apartment for rent,"2,500,000","  Igbo Efon, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
31,Self contain (single rooms) for rent,"1,300,000","  Lekki Paradise 3 Estate, Chevron Drive, Chevron, Lekki, Lagos",1 Bathroom1 Toilet Save
32,2 bedroom flat / apartment for rent,"4,000,000","  Off Domino Pizza Ologolo Lekki Lagos, Ologolo, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
33,1 bedroom mini flat (room and parlour) for rent,"4,000,000","  Lekki Phase 1, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets1 Parking Space Save
34,2 bedroom flat / apartment for rent,"9,000,000","  Admiralty Road Lekki Phase One, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
35,3 bedroom flat / apartment for rent,"60,000","  Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save
36,3 bedroom flat / apartment for rent,"1,500,000","  Isolo, Lagos",3 Bedrooms4 Bathrooms3 Toilets8 Parking Spaces Save
37,Self contain (single rooms) for rent,"1,500,000","  Divine Homes, Thomas Estate, Ajah, Lagos",1 Bathroom1 Toilet1 Parking Space Save
38,2 bedroom flat / apartment for rent,"1,300,000","  Close To Ago Palace Way, Isolo, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
39,1 bedroom mini flat (room and parlour) for rent,"1,200,000","  Yaba, Yaba, Lagos",1 Bedroom1 Bathroom2 Toilets6 Parking Spaces Save
40,4 bedroom flat / apartment for rent,"85,000","  Bourdillon Road, Ikoyi, Lagos",4 Bedrooms4 Bathrooms5 Toilets3 Parking Spaces Save
41,2 bedroom flat / apartment for rent,"1,200,000","  Bucknor Estate, Isolo, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
42,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
43,2 bedroom flat / apartment for rent,"4,000,000","  Ologolo, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
44,2 bedroom flat / apartment for rent,"6,000,000","  Off Akin Adesola, Victoria Island (VI), Lagos",2 Bedrooms2 Bathrooms3 Toilets1 Parking Space Save
45,1 bedroom mini flat (room and parlour) for rent,"3,500,000","  Orchid Road, Off Chevron Tollgate, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets5 Parking Spaces Save
46,Self contain (single rooms) for rent,"1,200,000","  Orchid Road, Lekki, Lagos",1 Bathroom1 Toilet5 Parking Spaces Save
47,1 bedroom flat / apartment for rent,"800,000","  Around Vgc Lekki Lagos, VGC, Lekki, Lagos",1 Bedroom1 Toilet1 Parking Space Save
48,3 bedroom flat / apartment for rent,"16,000,000","  Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
49,3 bedroom flat / apartment for rent,"6,000,000","  Adelabu, Surulere, Lagos",3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save
50,Self contain (single rooms) for rent,"1,300,000","  Orchid Road, Lekki, Lagos",1 Bathroom1 Toilet5 Parking Spaces Save
51,1 bedroom mini flat (room and parlour) for rent,"6,200,000","  Phase 1, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets8 Parking Spaces Save
52,2 bedroom flat / apartment for rent,"12,000,000","  Lekki Phase 1, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
53,Self contain (single rooms) for rent,"2,000,000","  Orchid Road, Lekki, Lagos",1 Bathroom1 Toilet5 Parking Spaces Save
54,3 bedroom flat / apartment for rent,"12,000,000","  Ikoyi, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets5 Parking Spaces Save
55,3 bedroom flat / apartment for rent,"4,500,000","  Alagomeji, Yaba, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
56,2 bedroom flat / apartment for rent,"15,000,000","  Banana Island, Ikoyi, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
57,3 bedroom flat / apartment for rent,"2,300,000","  Treasure / Hopeville Estate, Sangotedo, Ajah, Lagos",3 Bedrooms4 Bathrooms4 Toilets2 Parking Spaces Save
58,3 bedroom flat / apartment for rent,"2,500,000","  Thera Annex Estate Ajah Lekki Phase 2, Lekki, Lagos",3 Bedrooms Save
59,2 bedroom flat / apartment for rent,"2,000,000","  Green View Estate Ogombo Road Off Abraham Adesanya Estate Ajah, Lekki, Lagos",2 Bedrooms Save
60,2 bedroom flat / apartment for rent,"1,400,000","  Peace Land Estate, Off Abraham Adesanya Estate, Ogombo, Ajah, Lagos",2 Bedrooms Save
61,3 bedroom flat / apartment for rent,"8,000,000","  Milveton Estate, Osapa, Lekki, Lagos",3 Bedrooms4 Bathrooms4 Toilets2 Parking Spaces Save
62,2 bedroom flat / apartment for rent,"1,300,000","  Majek Very Close To Fidiso Estate, Ajah, Lagos",2 Bedrooms3 Bathrooms3 Toilets1 Parking Space Save
63,1 bedroom flat / apartment for rent,"600,000","  Ikoyi, Lagos",1 Bedroom1 Bathroom Save
64,2 bedroom flat / apartment for rent,"4,000,000","  Chevron, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
65,Self contain (single rooms) for rent,"2,200,000","  Atlantis Estate, Ologolo, Lekki, Lagos",1 Bathroom1 Toilet1 Parking Space Save
66,3 bedroom flat / apartment for rent,"2,500,000","  Thera Annex Estate Besides Blenco Mall Sangotedo Ajah, Lekki, Lagos",3 Bedrooms Save
67,Self contain (single rooms) for rent,"700,000","  Igbo Efon, Lekki, Lagos",1 Bathroom1 Toilet Save
68,2 bedroom flat / apartment for rent,"8,000,000","  Pinnock, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
69,3 bedroom flat / apartment for rent,"2,500,000","  Ogidan/near Sky Mall, Sangotedo, Ajah, Lagos",3 Bedrooms4 Toilets Save
70,1 bedroom mini flat (room and parlour) for rent,"3,500,000","  One Of The Estates In Orchid, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets Save
71,Self contain (single rooms) for rent,"1,200,000","  Off Admiralty Lekki Phase 1, Lekki Phase 1, Lekki, Lagos",1 Bathroom1 Toilet1 Parking Space Save
72,3 bedroom flat / apartment for rent,"12,000,000","  Oniru, Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
73,3 bedroom flat / apartment for rent,"6,000,000","  Salem, Ilasan, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
74,3 bedroom flat / apartment for rent,"20,000,000","  Ikoyi, Lagos",3 Bedrooms Save
75,2 bedroom flat / apartment for rent,"7,000,000","  1004 Estate, Victoria Island (VI), Lagos",2 Bedrooms Save
76,4 bedroom flat / apartment for rent,"80,000","  Ikoyi, Lagos",4 Bedrooms4 Bathrooms5 Toilets3 Parking Spaces Save
77,1 bedroom mini flat (room and parlour) for rent,"6,000,000","  Lekki Phase 1, Lekki, Lagos",1 Bedroom Save
78,9 bedroom flat / apartment for rent,"2,500,000","  Ikota Villa Estate By Mega Chicken Lekki, Ikota, Lekki, Lagos",9 Bedrooms10 Bathrooms10 Toilets10 Parking Spaces Save
79,3 bedroom flat / apartment for rent,"50,000,000","  Banana Island, Banana Island, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
80,3 bedroom flat / apartment for rent,"12,000,000","  Lekki Phase 1, Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
81,3 bedroom flat / apartment for rent,"7,000,000","  Lekki Phase1 Right By Nike Art Gallery, Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
82,2 bedroom flat / apartment for rent,"12,000,000","  Lekki Phase 1, Lekki, Lagos",2 Bedrooms Save
83,2 bedroom flat / apartment for rent,"3,000,000","  Amuwo Odofin, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
84,1 bedroom flat / apartment for rent,"600,000","  Ikoyi, Lagos",1 Bedroom1 Bathroom Save
85,1 bedroom mini flat (room and parlour) for rent,"800,000","  In Ver Secured And Gated Steet Oregun Ikeja, Oregun, Ikeja, Lagos",1 Bedroom1 Bathroom1 Toilet Save
86,2 bedroom flat / apartment for rent,"20,000,000","  Bluewater, Oniru, Victoria Island (VI), Lagos",2 Bedrooms2 Bathrooms3 Toilets4 Parking Spaces Save
87,2 bedroom flat / apartment for rent,"2,000,000","  Off Herbert Macaulay Way, Yaba, Lagos, Yaba, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
88,3 bedroom flat / apartment for rent,"10,000,000","  Oniru, Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
89,2 bedroom flat / apartment for rent,"3,500,000","  Vgc, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
90,1 bedroom mini flat (room and parlour) for rent,"2,000,000","  Lake View Estate Ikota Lekki, Ikota, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets5 Parking Spaces Save
91,1 bedroom mini flat (room and parlour) for rent,"7,000,000","  Ikoyi, Ikoyi, Lagos",1 Bedroom1 Bathroom2 Toilets2 Parking Spaces Save
92,3 bedroom flat / apartment for rent,"2,500,000","  Lekki Gardens Estate Phase5, Ajah, Lagos",3 Bedrooms2 Bathrooms3 Toilets5 Parking Spaces Save
93,1 bedroom mini flat (room and parlour) for rent,"500,000","  Ait Estate Alagbado Lagos Alimosho Side, Alimosho, Lagos",1 Bedroom1 Bathroom2 Toilets Save
94,3 bedroom flat / apartment for rent,"3,500,000","  Agungi, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
95,4 bedroom flat / apartment for rent,"12,000,000","  Off Ligali, Victoria Island (VI), Lagos",4 Bedrooms4 Bathrooms5 Toilets3 Parking Spaces Save
96,3 bedroom flat / apartment for rent,"15,000,000","  Off Ligali Ayorinde, Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
97,2 bedroom flat / apartment for rent,"2,000,000","  Off Agbebi Road, Ijesha, Surulere, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
98,1 bedroom mini flat (room and parlour) for rent,"3,500,000","  Dpk Orchid Road ., Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets2 Parking Spaces Save
99,1 bedroom mini flat (room and parlour) for rent,"1,200,000","  County, Ikota, Lekki, Lagos",1 Bedroom2 Bathrooms2 Toilets2 Parking Spaces Save
100,1 bedroom flat / apartment for rent,"5,500,000","  Lekki Phase 1, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets Save
101,2 bedroom flat / apartment for rent,"2,500,000","  Ologolo, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
102,3 bedroom flat / apartment for rent,"3,250,000","  Ikota, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
103,2 bedroom flat / apartment for rent,"4,500,000","  Ologolo, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
104,2 bedroom flat / apartment for rent,"4,000,000","  Ologolo, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
105,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
106,3 bedroom flat / apartment for rent,"3,500,000","  Close To Domino's Pizzas, Agungi, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
107,1 bedroom flat / apartment for rent,"500,000","  Ajah, Lagos",1 Bedroom1 Bathroom1 Toilet Save
108,2 bedroom flat / apartment for rent,"1,500,000","  Off Mobile Road Ogoyo Express, Lekki Phase 2, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
109,1 bedroom mini flat (room and parlour) for rent,"6,200,000","  Lekki Phase 1, Lekki, Lagos",1 Bedroom2 Toilets Save
110,4 bedroom flat / apartment for rent,"50,000,000","  Glover Road, Old Ikoyi, Ikoyi, Lagos",4 Bedrooms4 Bathrooms5 Toilets2 Parking Spaces Save
111,Self contain (single rooms) for rent,"2,000,000","  Lekki Paradise 3 Estate, Chevron, Lekki, Lagos",1 Bathroom1 Toilet Save
112,Self contain (single rooms) for rent,"2,300,000","  Paradise 3 Estate, Chevron Drive, Lekki, Lagos",1 Bathroom1 Toilet Save
113,20 bedroom flat / apartment for rent,"15,000,000","  Off Ajose, Victoria Island (VI), Lagos",20 Bedrooms20 Bathrooms22 Toilets25 Parking Spaces Save
114,3 bedroom flat / apartment for rent,"2,000,000","  Goodness Estate, Ajah, Lagos",3 Bedrooms4 Bathrooms4 Toilets8 Parking Spaces Save
115,2 bedroom flat / apartment for rent,"3,500,000","  Salem, Lekki, Lagos",2 Bedrooms3 Toilets2 Parking Spaces Save
116,Self contain (single rooms) for rent,"600,000","  Fidiso Estate, Abijo, Lekki, Lagos",1 Toilet Save
117,1 bedroom flat / apartment for rent,"2,000,000","  Ibeju Lekki, Lagos",1 Bedroom2 Toilets Save
118,1 bedroom flat / apartment for rent,"12,000,000","  Ikoyi, Lagos",1 Bedroom2 Toilets2 Parking Spaces Save
119,2 bedroom flat / apartment for rent,"4,000,000","  Close To Northern Foreshore Estate, Lekki, Lagos",2 Bedrooms Save
120,3 bedroom flat / apartment for rent,"25,000,000","  Oniru, Victoria Island (VI), Lagos",3 Bedrooms4 Toilets Save
121,Self contain (single rooms) for rent,"900,000","  Yaba, Lagos",  Save
122,2 bedroom flat / apartment for rent,"5,500,000","  Ikate, Lekki, Lagos",2 Bedrooms3 Toilets Save
123,3 bedroom flat / apartment for rent,"4,500,000","  Ikate Elegushi, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets4 Parking Spaces Save
124,4 bedroom flat / apartment for rent,"25,000,000","  Lekki Phase 1, Lekki, Lagos",4 Bedrooms4 Bathrooms5 Toilets2 Parking Spaces Save
125,1 bedroom mini flat (room and parlour) for rent,"1,500,000","  Julie Estate, Oregun, Ikeja, Lagos",1 Bedroom2 Bathrooms2 Toilets Save
126,1 bedroom flat / apartment for rent,"600,000","  Ikoyi, Lagos",1 Bedroom1 Bathroom Save
127,2 bedroom flat / apartment for rent,"8,000,000","  Ologolo, Lekki, Lagos",2 Bedrooms3 Toilets Save
128,3 bedroom flat / apartment for rent,"20,000,000","  Banana Island, Ikoyi, Lagos",3 Bedrooms4 Toilets Save
129,2 bedroom flat / apartment for rent,"15,000,000","  Old Ikoyi, Ikoyi, Lagos",2 Bedrooms3 Toilets2 Parking Spaces Save
130,2 bedroom flat / apartment for rent,"4,500,000","  Ologolo, Lekki, Lagos",2 Bedrooms Save
131,2 bedroom flat / apartment for rent,"3,500,000","  GRA, Ogudu, Lagos",2 Bedrooms2 Bathrooms Save
132,3 bedroom flat / apartment for rent,"1,500,000","  Georgious Cole Estate Off College Road, Ogba, Ikeja, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
133,4 bedroom flat / apartment for rent,"80,000","  Bourdillon Rd, Ikoyi, Lagos",4 Bedrooms4 Bathrooms5 Toilets Save
134,2 bedroom flat / apartment for rent,"1,500,000","  After Blenco Supermarket, Sangotedo, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
135,3 bedroom flat / apartment for rent,"16,000,000","  Off Bourdillon Road, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save
136,1 bedroom mini flat (room and parlour) for rent,"1,500,000","  Off University Of Lagos, Akoka, Yaba, Lagos",1 Bedroom1 Bathroom2 Toilets1 Parking Space Save
137,1 bedroom flat / apartment for rent,"6,000,000","  Ikate, Lekki, Lagos",1 Bedroom2 Bathrooms2 Toilets Save
138,1 bedroom mini flat (room and parlour) for rent,"3,500,000","  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",1 Bedroom1 Toilet Save
139,Self contain (single rooms) for rent,"2,500,000","  Lekki Phase 1, Lekki, Lagos",1 Bathroom1 Toilet Save
140,Self contain (single rooms) for rent,"800,000","  Lekki Scheme 2 Abraham Adesanya, Ajah, Lagos",1 Bathroom1 Toilet Save
141,Self contain (single rooms) for rent,"400,000","  Via St Fimbaar's College Road, Akoka, Yaba, Lagos",1 Bathroom1 Toilet1 Parking Space Save
142,2 bedroom flat / apartment for rent,"20,000,000","  Right Side, Lekki Phase 1, Lekki, Lagos",2 Bedrooms3 Toilets Save
143,2 bedroom flat / apartment for rent,"2,000,000","  Off Owolabi, Ago Palace, Isolo, Lagos",2 Bedrooms3 Bathrooms3 Toilets Save
144,Self contain (single rooms) for rent,"800,000","  Pako, Akoka, Yaba, Lagos",1 Bathroom1 Toilet1 Parking Space Save
145,3 bedroom flat / apartment for rent,"4,000,000","  Alagomeji, Yaba, Lagos",3 Bedrooms4 Toilets Save
146,2 bedroom flat / apartment for rent,"9,000,000","  Lekki Phase 1, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets1 Parking Space Save
147,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
148,2 bedroom flat / apartment for rent,"15,000,000","  Sapphire Tower Blue Water Garden Estate Lekki, Oniru, Victoria Island (VI), Lagos",2 Bedrooms3 Bathrooms3 Toilets Save
149,2 bedroom flat / apartment for rent,"10,000,000","  Ikate, Lekki, Lagos",2 Bedrooms3 Bathrooms3 Toilets Save
150,1 bedroom flat / apartment for rent,"4,500,000","  Meadow Hall Way, Ikate, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet Save
151,2 bedroom flat / apartment for rent,"2,000,000","  Awuse Estate, Opebi, Ikeja, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
152,2 bedroom flat / apartment for rent,"3,000,000","  Off Conversation Rd, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
153,2 bedroom flat / apartment for rent,"3,000,000","  Van Daniel Estate, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
154,2 bedroom flat / apartment for rent,"2,500,000","  Ologolo, Lekki, Lagos",2 Bedrooms Save
155,Self contain (single rooms) for rent,"2,000,000","  Ikoyi, Lagos",1 Bathroom1 Toilet1 Parking Space Save
156,1 bedroom mini flat (room and parlour) for rent,"400,000","  Ikorodu, Lagos",1 Bedroom Save
157,3 bedroom flat / apartment for rent,"7,000,000","  Nike Art Gallery, Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
158,1 bedroom mini flat (room and parlour) for rent,"5,000,000","  Ikoyi, Lagos",1 Bedroom1 Bathroom2 Toilets1 Parking Space Save
159,3 bedroom flat / apartment for rent,"2,000,000","  Victoria Crest Orchid Road, Lekki, Lagos",3 Bedrooms3 Bathrooms3 Toilets1 Parking Space Save
160,1 bedroom mini flat (room and parlour) for rent,"2,000,000","  New Road, Igbo Efon, Lekki, Lagos",1 Bedroom2 Bathrooms2 Toilets Save
161,3 bedroom flat / apartment for rent,"5,000,000","  Greenland Estate, Arowojobe, Mende, Maryland, Lagos",3 Bedrooms Save
162,1 bedroom mini flat (room and parlour) for rent,"1,700,000","  Royal View Estate, Opposite Mega Chicken, Ikota, Lekki, Lagos",1 Bedroom2 Bathrooms2 Toilets Save
163,2 bedroom flat / apartment for rent,"2,500,000","  Ologolo, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets5 Parking Spaces Save
164,3 bedroom flat / apartment for rent,"1,500,000","  Ilaje, Ajah, Lagos",3 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
165,2 bedroom flat / apartment for rent,"1,500,000","  Ilaje, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets1 Parking Space Save
166,2 bedroom flat / apartment for rent,"6,500,000","  Horizon Cyberville Estate, Lekki Phase 1, Lekki, Lagos",2 Bedrooms Save
167,3 bedroom flat / apartment for rent,"6,000,000","  Ikate, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
168,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
169,2 bedroom flat / apartment for rent,"4,500,000","  Ologolo, Lekki, Lagos",2 Bedrooms Save
170,1 bedroom flat / apartment for rent,"1,000,000","  Gra. Ville, Ikota, Lekki, Lagos",1 Bedroom Save
171,2 bedroom flat / apartment for rent,"10,000,000","  Ikate Elegushi, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets1 Parking Space Save
172,3 bedroom flat / apartment for rent,"15,000,000","  Old Ikoyi, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
173,4 bedroom flat / apartment for rent,"25,000,000","  Ikoyi, Lagos",4 Bedrooms4 Bathrooms5 Toilets2 Parking Spaces Save
174,4 bedroom flat / apartment for rent,"25,000,000","  Victoria Island (VI), Lagos",4 Bedrooms4 Bathrooms3 Toilets2 Parking Spaces Save
175,1 bedroom mini flat (room and parlour) for rent,"1,300,000","  Burdland, Ojodu, Lagos",1 Bedroom Save
176,Self contain (single rooms) for rent,"800,000","  Igbo Efon, Lekki, Lagos",1 Bathroom1 Toilet1 Parking Space Save
177,2 bedroom flat / apartment for rent,"4,500,000","  Platinum Way, Ikate, Lekki, Lagos",2 Bedrooms Save
178,1 bedroom mini flat (room and parlour) for rent,"2,200,000","  Chevy View Estate, Lekki Expressway, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
179,3 bedroom flat / apartment for rent,"25,000,000","  3rd Avenue, Banana Island, Ikoyi, Lagos",3 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
180,3 bedroom flat / apartment for rent,"3,600,000","  Lekki, Lagos",3 Bedrooms Save
181,3 bedroom flat / apartment for rent,"15,000,000","  Off Ajose Behind Zenith Bank Head Office, Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
182,Self contain (single rooms) for rent,"1,500,000","  Norman Williams, Ikoyi, Lagos",1 Bathroom1 Toilet1 Parking Space Save
183,3 bedroom flat / apartment for rent,"1,700,000","  Ilaje, Ajah, Lagos",3 Bedrooms Save
184,3 bedroom flat / apartment for rent,"25,000,000","  303 Close, Off 3rd Avenue, Banana Island, Ikoyi, Lagos",3 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
185,3 bedroom flat / apartment for rent,"55,000,000","  Off Glover, Old Ikoyi, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
